"GEO_ID","NAME","S1901_C01_001E","S1901_C01_001M","S1901_C01_002E","S1901_C01_002M","S1901_C01_003E","S1901_C01_003M","S1901_C01_004E","S1901_C01_004M","S1901_C01_005E","S1901_C01_005M","S1901_C01_006E","S1901_C01_006M","S1901_C01_007E","S1901_C01_007M","S1901_C01_008E","S1901_C01_008M","S1901_C01_009E","S1901_C01_009M","S1901_C01_010E","S1901_C01_010M","S1901_C01_011E","S1901_C01_011M","S1901_C01_012E","S1901_C01_012M","S1901_C01_013E","S1901_C01_013M","S1901_C01_014E","S1901_C01_014M","S1901_C01_015E","S1901_C01_015M","S1901_C01_016E","S1901_C01_016M","S1901_C02_001E","S1901_C02_001M","S1901_C02_002E","S1901_C02_002M","S1901_C02_003E","S1901_C02_003M","S1901_C02_004E","S1901_C02_004M","S1901_C02_005E","S1901_C02_005M","S1901_C02_006E","S1901_C02_006M","S1901_C02_007E","S1901_C02_007M","S1901_C02_008E","S1901_C02_008M","S1901_C02_009E","S1901_C02_009M","S1901_C02_010E","S1901_C02_010M","S1901_C02_011E","S1901_C02_011M","S1901_C02_012E","S1901_C02_012M","S1901_C02_013E","S1901_C02_013M","S1901_C02_014E","S1901_C02_014M","S1901_C02_015E","S1901_C02_015M","S1901_C02_016E","S1901_C02_016M","S1901_C03_001E","S1901_C03_001M","S1901_C03_002E","S1901_C03_002M","S1901_C03_003E","S1901_C03_003M","S1901_C03_004E","S1901_C03_004M","S1901_C03_005E","S1901_C03_005M","S1901_C03_006E","S1901_C03_006M","S1901_C03_007E","S1901_C03_007M","S1901_C03_008E","S1901_C03_008M","S1901_C03_009E","S1901_C03_009M","S1901_C03_010E","S1901_C03_010M","S1901_C03_011E","S1901_C03_011M","S1901_C03_012E","S1901_C03_012M","S1901_C03_013E","S1901_C03_013M","S1901_C03_014E","S1901_C03_014M","S1901_C03_015E","S1901_C03_015M","S1901_C03_016E","S1901_C03_016M","S1901_C04_001E","S1901_C04_001M","S1901_C04_002E","S1901_C04_002M","S1901_C04_003E","S1901_C04_003M","S1901_C04_004E","S1901_C04_004M","S1901_C04_005E","S1901_C04_005M","S1901_C04_006E","S1901_C04_006M","S1901_C04_007E","S1901_C04_007M","S1901_C04_008E","S1901_C04_008M","S1901_C04_009E","S1901_C04_009M","S1901_C04_010E","S1901_C04_010M","S1901_C04_011E","S1901_C04_011M","S1901_C04_012E","S1901_C04_012M","S1901_C04_013E","S1901_C04_013M","S1901_C04_014E","S1901_C04_014M","S1901_C04_015E","S1901_C04_015M","S1901_C04_016E","S1901_C04_016M"
"8600000US98199","ZCTA5 98199","9883","271","2.2","1.0","0.9","0.6","4.6","1.3","2.6","1.2","7.2","1.9","13.4","2.5","10.7","2.5","19.2","2.9","12.1","2.3","27.0","3.3","114551","11112","164793","12587","25.2","(X)","(X)","(X)","(X)","(X)","6014","293","1.9","1.2","0.4","0.5","2.5","1.2","1.5","1.3","4.6","1.8","8.6","2.6","9.4","3.1","21.0","3.9","13.7","3.1","36.5","4.9","150517","17898","202188","19049","(X)","(X)","27.4","(X)","(X)","(X)","5112","317","1.2","1.3","0.5","0.5","1.7","1.2","1.1","1.3","3.8","1.8","6.8","2.2","7.0","3.0","22.0","4.2","15.3","3.4","40.7","5.3","166935","16425","N","N","(X)","(X)","(X)","(X)","(X)","(X)","3869","340","3.2","1.9","1.7","1.5","7.5","2.5","5.1","2.5","11.2","4.1","22.2","5.1","13.7","3.7","16.9","3.9","8.1","3.5","10.4","3.9","73966","6790","100845","10632","(X)","(X)","(X)","(X)","19.3","(X)"
"8600000US98201","ZCTA5 98201","12942","372","9.0","1.5","4.2","1.3","10.3","1.8","9.1","1.7","11.4","1.9","20.3","2.6","12.6","1.6","13.3","1.7","5.3","1.2","4.6","1.1","57179","3384","74568","3886","30.2","(X)","(X)","(X)","(X)","(X)","6122","315","3.5","1.5","2.2","1.3","6.2","2.1","5.9","1.6","12.8","3.0","17.6","3.3","16.1","2.9","17.5","2.9","10.4","2.5","7.8","2.0","77778","4651","99689","7623","(X)","(X)","31.6","(X)","(X)","(X)","4062","295","1.7","1.1","0.8","0.9","2.9","1.5","4.5","1.8","7.1","2.2","18.2","4.0","16.3","3.4","24.1","4.2","13.1","3.0","11.2","2.9","97774","7192","N","N","(X)","(X)","(X)","(X)","(X)","(X)","6820","396","14.0","2.4","6.3","2.1","15.7","3.0","11.7","2.5","12.2","2.7","22.5","3.7","9.7","2.0","6.2","1.3","1.0","0.7","0.7","0.5","37848","4520","46968","2737","(X)","(X)","(X)","(X)","25.7","(X)"
"8600000US98203","ZCTA5 98203","13903","413","4.4","1.0","3.2","1.1","6.8","1.7","8.7","1.7","10.1","1.4","17.7","2.3","15.0","2.3","18.4","2.5","8.5","1.2","7.2","1.0","73840","3554","90892","3967","31.6","(X)","(X)","(X)","(X)","(X)","8871","386","2.5","1.1","2.5","1.3","4.3","1.6","6.4","1.8","8.9","1.7","17.4","2.9","16.4","2.8","22.5","3.2","10.1","1.7","8.9","1.6","86561","4969","102115","4948","(X)","(X)","30.1","(X)","(X)","(X)","6383","367","0.6","0.5","1.2","1.0","2.0","1.2","3.8","1.3","8.2","2.0","18.0","3.2","16.7","3.0","24.6","3.5","13.0","2.3","11.9","2.2","97730","8350","N","N","(X)","(X)","(X)","(X)","(X)","(X)","5032","380","8.3","2.3","5.1","2.2","11.7","3.8","14.0","3.8","13.8","3.2","17.1","3.8","13.0","3.5","9.7","2.5","4.5","1.8","2.8","1.2","47200","4312","64476","5326","(X)","(X)","(X)","(X)","30.9","(X)"
"8600000US98204","ZCTA5 98204","17032","569","5.6","1.4","2.1","0.7","9.9","1.7","8.9","1.8","17.1","2.1","23.5","3.2","15.3","2.1","12.1","2.1","2.7","0.9","2.7","1.1","55978","2236","66951","3285","31.0","(X)","(X)","(X)","(X)","(X)","9366","598","3.3","1.5","1.0","0.8","9.1","2.5","7.3","2.1","18.1","3.6","22.9","3.9","17.9","3.1","14.9","2.8","2.4","1.1","3.2","1.5","60780","5037","72741","4688","(X)","(X)","32.0","(X)","(X)","(X)","5726","556","1.0","0.8","0.0","0.6","4.0","1.9","5.3","2.1","13.9","4.0","26.1","5.1","21.7","4.5","20.1","4.3","3.0","1.6","4.9","2.5","74648","6742","N","N","(X)","(X)","(X)","(X)","(X)","(X)","7666","561","10.6","3.2","4.1","1.4","12.8","2.9","11.8","3.4","17.5","3.2","20.6","4.3","11.4","3.2","8.7","2.5","1.5","0.9","1.1","0.7","44407","3914","53023","3205","(X)","(X)","(X)","(X)","26.3","(X)"
"8600000US98205","ZCTA5 98205","5203","282","2.0","1.4","1.5","1.0","3.2","1.4","2.0","1.0","6.1","2.4","17.0","3.0","22.1","4.1","27.5","3.9","11.9","3.1","6.7","1.6","96233","4372","105450","5546","33.0","(X)","(X)","(X)","(X)","(X)","3963","246","0.9","0.8","0.4","0.5","4.0","2.4","1.6","1.3","5.2","1.9","16.3","3.9","21.8","4.1","30.6","4.9","10.4","3.0","8.7","2.0","99681","7490","110908","5951","(X)","(X)","31.0","(X)","(X)","(X)","3067","228","1.1","1.0","0.3","0.4","1.9","2.5","0.9","0.8","4.9","2.1","10.5","2.7","21.6","4.5","34.9","5.5","12.8","3.7","11.2","2.6","111569","11450","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1240","231","5.6","5.0","5.6","4.3","8.9","5.3","3.5","2.3","7.2","5.2","25.2","7.3","22.5","9.2","10.9","6.3","10.2","8.4","0.4","0.7","70308","5840","73619","9730","(X)","(X)","(X)","(X)","31.5","(X)"
"8600000US98207","ZCTA5 98207","0","12","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","(X)","(X)","(X)","(X)","(X)","0","12","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","(X)","(X)","-","(X)","(X)","(X)","0","12","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","(X)","(X)","(X)","(X)","(X)","(X)","0","12","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","(X)","(X)","(X)","(X)","-","(X)"
"8600000US98208","ZCTA5 98208","20690","476","2.8","1.0","2.0","0.8","5.8","1.5","4.5","0.9","10.0","1.9","14.8","1.8","15.7","1.9","25.3","2.4","11.3","1.6","7.9","1.1","91574","4593","104294","4462","31.8","(X)","(X)","(X)","(X)","(X)","15101","553","2.3","1.1","1.4","0.9","4.8","1.6","3.5","1.1","9.0","2.2","13.7","2.1","14.6","2.1","28.1","3.0","13.9","2.0","8.7","1.4","101072","4606","112849","5865","(X)","(X)","31.0","(X)","(X)","(X)","11453","477","0.3","0.3","0.9","0.8","1.7","0.8","1.6","0.6","6.6","2.0","13.1","2.3","16.5","2.6","31.6","3.4","16.6","2.5","11.1","1.7","112127","5028","N","N","(X)","(X)","(X)","(X)","(X)","(X)","5589","464","7.0","2.7","4.1","1.8","8.7","2.5","8.9","2.5","15.0","4.4","18.9","3.4","15.5","3.3","15.6","3.3","3.0","1.5","3.2","1.4","58102","5226","70056","5077","(X)","(X)","(X)","(X)","28.1","(X)"
"8600000US98220","ZCTA5 98220","240","126","0.0","13.5","0.0","13.5","5.4","10.9","0.0","13.5","10.4","15.3","11.3","10.7","41.3","30.4","31.7","28.7","0.0","13.5","0.0","13.5","87500","17625","91052","21689","5.4","(X)","(X)","(X)","(X)","(X)","145","108","0.0","21.2","0.0","21.2","0.0","21.2","28.3","39.0","17.2","25.6","9.0","17.1","30.3","40.0","15.2","24.5","0.0","21.2","0.0","21.2","68750","62327","70801","27210","(X)","(X)","9.0","(X)","(X)","(X)","91","89","0.0","30.9","0.0","30.9","0.0","30.9","0.0","30.9","27.5","42.0","0.0","30.9","48.4","51.6","24.2","39.6","0.0","30.9","0.0","30.9","88665","46365","N","N","(X)","(X)","(X)","(X)","(X)","(X)","95","92","0.0","29.9","0.0","29.9","13.7","25.8","0.0","29.9","0.0","29.9","14.7","30.4","14.7","28.7","56.8","52.6","0.0","29.9","0.0","29.9","140301","111552","102509","47413","(X)","(X)","(X)","(X)","0.0","(X)"
"8600000US98221","ZCTA5 98221","9591","220","4.1","0.6","2.8","0.5","7.4","0.8","7.2","1.0","11.9","0.9","17.3","1.4","14.0","0.9","17.9","0.9","8.6","0.9","8.7","0.8","73802","2266","99114","3304","29.7","(X)","(X)","(X)","(X)","(X)","6231","152","2.5","0.7","1.5","0.5","3.9","0.6","4.8","0.8","10.3","1.1","17.9","1.4","14.7","1.1","22.3","1.2","11.4","1.2","10.8","1.1","88321","2796","115297","4451","(X)","(X)","28.7","(X)","(X)","(X)","5181","122","1.1","0.4","0.8","0.3","2.8","0.6","3.2","0.7","9.2","1.1","16.7","1.4","16.0","1.2","24.2","1.3","13.3","1.4","12.7","1.3","100309","2722","126384","4910","(X)","(X)","(X)","(X)","(X)","(X)","3360","166","7.7","1.3","6.2","1.2","13.7","1.6","12.5","2.1","15.9","1.7","15.6","1.9","11.6","1.6","9.4","1.3","3.1","1.0","4.3","1.1","43826","1708","65426","3788","(X)","(X)","(X)","(X)","30.2","(X)"
"8600000US98222","ZCTA5 98222","48","20","0.0","44.4","0.0","44.4","4.2","5.3","0.0","44.4","20.8","19.0","10.4","9.2","18.8","19.8","22.9","23.0","8.3","9.3","14.6","11.7","96667","10768","141579","47131","27.1","(X)","(X)","(X)","(X)","(X)","33","16","0.0","53.6","0.0","53.6","0.0","53.6","0.0","53.6","30.3","25.3","15.2","13.2","27.3","27.3","9.1","10.7","6.1","8.2","12.1","14.7","86250","49481","118485","56267","(X)","(X)","39.4","(X)","(X)","(X)","33","16","0.0","53.6","0.0","53.6","0.0","53.6","0.0","53.6","30.3","25.3","15.2","13.2","27.3","27.3","9.1","10.7","6.1","8.2","12.1","14.7","86250","49481","118485","56267","(X)","(X)","(X)","(X)","(X)","(X)","15","11","0.0","79.5","0.0","79.5","13.3","21.4","0.0","79.5","0.0","79.5","0.0","79.5","0.0","79.5","53.3","51.1","13.3","24.3","20.0","31.8","101719","87519","192387","143861","(X)","(X)","(X)","(X)","0.0","(X)"
"8600000US98223","ZCTA5 98223","16390","451","2.7","0.7","2.2","0.9","5.1","1.2","4.9","1.1","9.7","1.6","18.0","2.3","16.4","2.2","23.6","2.2","10.2","1.8","7.3","1.4","88295","4161","100978","4533","31.3","(X)","(X)","(X)","(X)","(X)","12029","482","1.8","0.7","0.5","0.4","1.4","0.6","3.2","1.1","9.1","1.8","17.7","2.7","17.9","2.5","27.9","2.8","11.8","2.2","8.7","1.7","97797","4021","112274","5597","(X)","(X)","29.4","(X)","(X)","(X)","10119","427","0.8","0.5","0.3","0.3","1.2","0.7","2.9","1.2","7.4","1.6","16.7","2.9","17.6","2.6","30.6","3.2","13.4","2.5","9.1","1.8","102457","3432","N","N","(X)","(X)","(X)","(X)","(X)","(X)","4361","422","6.5","2.4","6.7","3.2","15.1","4.2","11.0","3.0","12.9","3.2","20.7","4.7","12.3","3.7","8.1","2.6","4.4","2.2","2.4","1.3","46927","5290","61614","6132","(X)","(X)","(X)","(X)","34.9","(X)"
"8600000US98224","ZCTA5 98224","121","39","9.1","9.7","2.5","3.5","9.1","10.9","22.3","16.1","18.2","11.9","19.0","12.2","17.4","11.2","0.0","24.7","2.5","3.6","0.0","24.7","43750","15889","48908","10036","24.0","(X)","(X)","(X)","(X)","(X)","49","27","4.1","9.0","0.0","44.0","0.0","44.0","20.4","22.9","20.4","22.3","10.2","11.5","38.8","24.6","0.0","44.0","6.1","9.2","0.0","44.0","52083","38530","64292","17091","(X)","(X)","38.8","(X)","(X)","(X)","34","18","5.9","12.9","0.0","52.8","0.0","52.8","5.9","11.9","8.8","12.7","14.7","17.0","55.9","24.1","0.0","52.8","8.8","12.7","0.0","52.8","79167","18021","N","N","(X)","(X)","(X)","(X)","(X)","(X)","72","27","12.5","14.1","4.2","5.9","15.3","16.6","23.6","23.6","16.7","13.1","25.0","21.4","2.8","5.4","0.0","36.1","0.0","36.1","0.0","36.1","33889","8010","38439","9825","(X)","(X)","(X)","(X)","13.9","(X)"
"8600000US98225","ZCTA5 98225","21229","523","11.1","1.7","6.0","1.4","9.9","1.7","11.2","2.0","11.5","1.5","18.3","1.9","12.4","1.7","10.4","1.5","4.7","1.1","4.3","0.8","50184","3346","67486","3020","33.2","(X)","(X)","(X)","(X)","(X)","8233","502","3.9","2.4","0.7","0.5","4.2","1.4","7.1","2.1","10.8","2.7","21.1","3.1","15.8","2.8","18.3","2.9","8.5","2.3","9.7","1.9","78045","5481","99402","5451","(X)","(X)","31.0","(X)","(X)","(X)","6190","436","0.9","0.7","0.3","0.4","3.1","1.5","6.0","2.0","8.3","2.3","20.9","3.5","17.3","3.5","21.7","3.7","9.8","2.9","11.6","2.3","89980","5219","N","N","(X)","(X)","(X)","(X)","(X)","(X)","12996","609","16.3","2.8","9.7","2.2","13.2","2.2","14.2","2.9","12.3","2.2","16.4","2.5","10.2","2.3","5.1","1.7","1.7","0.9","0.9","0.5","31828","2273","45812","4351","(X)","(X)","(X)","(X)","34.4","(X)"
"8600000US98226","ZCTA5 98226","17584","490","4.3","1.4","3.6","1.3","8.8","2.2","7.8","1.7","12.1","2.2","20.2","2.5","13.9","2.2","17.1","2.1","7.3","1.3","4.8","1.0","64235","4702","83820","4577","28.1","(X)","(X)","(X)","(X)","(X)","11141","545","2.2","1.5","2.4","1.6","5.7","1.8","6.8","2.2","9.2","2.3","21.1","3.3","15.8","2.7","21.0","3.2","9.4","2.0","6.4","1.5","78976","4965","98557","6587","(X)","(X)","26.7","(X)","(X)","(X)","8135","549","0.5","0.5","1.2","1.4","2.3","1.1","3.6","1.7","9.0","2.9","19.9","3.8","17.0","2.8","25.8","3.9","12.2","2.8","8.5","2.1","93948","6109","N","N","(X)","(X)","(X)","(X)","(X)","(X)","6443","613","9.9","3.7","6.7","2.7","15.1","4.3","11.0","3.4","15.8","4.0","19.6","3.6","10.7","3.6","7.9","2.8","2.1","1.0","1.2","0.9","42293","4775","51223","4289","(X)","(X)","(X)","(X)","27.8","(X)"
"8600000US98229","ZCTA5 98229","13132","477","3.6","1.2","4.3","1.4","6.0","1.8","9.7","2.1","10.6","2.1","17.6","2.3","15.7","2.6","14.4","2.2","11.0","2.2","7.0","1.4","71918","4047","93477","5345","30.9","(X)","(X)","(X)","(X)","(X)","8404","432","1.7","1.1","2.2","1.7","3.0","1.5","5.9","2.0","10.6","2.5","15.3","2.7","18.5","3.3","18.8","2.9","14.6","2.8","9.3","1.8","87440","4323","112953","7704","(X)","(X)","27.5","(X)","(X)","(X)","7050","453","0.6","0.6","2.2","1.9","1.5","0.8","4.8","1.8","9.2","2.3","13.3","2.8","19.9","3.8","20.8","3.4","16.8","3.2","10.9","2.2","96557","7779","N","N","(X)","(X)","(X)","(X)","(X)","(X)","4728","465","8.0","3.0","8.0","2.7","13.2","4.3","15.5","4.3","12.1","3.6","23.0","4.9","7.7","2.8","6.1","2.6","3.6","1.8","2.9","2.0","40928","5836","54819","5485","(X)","(X)","(X)","(X)","35.9","(X)"
"8600000US98230","ZCTA5 98230","7423","416","5.9","1.8","3.3","1.2","7.0","2.2","5.9","1.9","11.2","2.6","22.3","4.3","16.0","3.6","15.7","3.3","5.6","1.7","7.2","2.1","69529","4081","88222","7603","26.9","(X)","(X)","(X)","(X)","(X)","5087","329","4.3","1.9","1.2","1.0","3.4","1.5","5.7","2.7","9.8","3.0","24.3","5.1","19.0","5.1","16.9","4.2","6.5","2.2","8.9","2.9","75979","4734","99831","10281","(X)","(X)","26.0","(X)","(X)","(X)","4135","298","2.7","1.7","0.7","0.8","2.9","1.6","4.2","2.0","8.2","3.2","21.8","4.8","21.5","5.2","18.9","4.8","8.1","2.7","11.0","3.6","85879","6360","N","N","(X)","(X)","(X)","(X)","(X)","(X)","2336","363","9.3","3.7","8.0","3.5","16.6","5.9","9.3","3.9","14.2","4.8","15.0","5.5","11.8","5.5","9.4","4.4","3.5","2.7","2.9","2.5","43194","9730","57841","8713","(X)","(X)","(X)","(X)","27.1","(X)"
"8600000US98232","ZCTA5 98232","1689","172","1.5","1.5","0.9","0.9","1.5","1.6","17.4","6.7","11.4","6.1","9.4","4.4","20.1","7.2","20.1","7.0","12.1","6.2","5.6","2.9","79394","7423","100388","15265","34.4","(X)","(X)","(X)","(X)","(X)","1223","174","0.2","0.3","0.5","0.8","0.4","0.4","21.7","8.6","11.0","6.0","8.4","4.8","20.9","8.9","16.7","6.6","12.8","6.0","7.5","3.9","78961","14497","106700","20029","(X)","(X)","26.7","(X)","(X)","(X)","1177","176","0.0","2.9","0.0","2.9","0.4","0.5","22.5","8.9","9.4","5.8","8.6","4.9","20.7","9.2","17.3","6.9","13.3","6.3","7.6","4.0","79461","20143","N","N","(X)","(X)","(X)","(X)","(X)","(X)","466","130","5.4","5.5","2.1","2.6","4.5","5.5","6.2","5.8","12.2","13.8","11.8","8.6","26.8","17.8","20.8","14.0","10.1","14.6","0.0","7.2","80930","19322","80367","17269","(X)","(X)","(X)","(X)","42.3","(X)"
"8600000US98233","ZCTA5 98233","6331","290","7.4","2.4","3.9","1.9","7.1","2.2","8.7","2.2","14.1","3.0","18.7","3.6","15.3","3.1","13.0","2.7","6.6","2.5","5.1","1.8","61330","4885","80263","7844","31.1","(X)","(X)","(X)","(X)","(X)","4163","253","6.4","3.2","2.6","2.2","5.1","2.1","6.8","2.2","11.5","3.5","19.2","4.3","18.4","4.1","14.9","3.1","9.6","3.4","5.6","2.4","73027","6021","88215","7657","(X)","(X)","28.6","(X)","(X)","(X)","3135","269","3.4","2.8","2.0","2.1","3.6","2.1","5.2","2.2","9.0","3.9","18.9","4.7","19.9","4.9","19.3","3.8","12.2","4.5","6.5","3.0","82822","6023","N","N","(X)","(X)","(X)","(X)","(X)","(X)","2168","291","13.1","5.7","6.4","3.2","12.6","5.0","13.2","4.7","18.2","5.8","18.4","6.0","4.8","2.3","8.9","4.6","2.3","3.0","2.1","2.2","39583","5800","59287","17004","(X)","(X)","(X)","(X)","33.2","(X)"
"8600000US98235","ZCTA5 98235","38","26","31.6","43.2","0.0","49.9","0.0","49.9","23.7","37.5","10.5","19.7","0.0","49.9","26.3","39.7","7.9","17.3","0.0","49.9","0.0","49.9","-","**","42445","37655","10.5","(X)","(X)","(X)","(X)","(X)","25","23","48.0","52.0","0.0","61.6","0.0","61.6","0.0","61.6","0.0","61.6","0.0","61.6","40.0","47.9","12.0","37.4","0.0","61.6","0.0","61.6","-","**","N","N","(X)","(X)","0.0","(X)","(X)","(X)","13","17","0.0","85.4","0.0","85.4","0.0","85.4","0.0","85.4","0.0","85.4","0.0","85.4","76.9","54.8","23.1","54.8","0.0","85.4","0.0","85.4","-","**","N","N","(X)","(X)","(X)","(X)","(X)","(X)","13","13","0.0","85.4","0.0","85.4","0.0","85.4","69.2","64.8","30.8","64.8","0.0","85.4","0.0","85.4","0.0","85.4","0.0","85.4","0.0","85.4","-","**","N","N","(X)","(X)","(X)","(X)","30.8","(X)"
"8600000US98236","ZCTA5 98236","2550","174","5.7","3.3","0.0","1.4","6.5","2.9","3.9","2.4","12.2","4.4","18.1","4.5","17.8","4.4","20.2","4.0","8.6","3.0","7.0","2.9","78650","5916","96673","8480","35.8","(X)","(X)","(X)","(X)","(X)","1715","171","1.5","1.9","0.5","0.8","3.0","1.9","0.9","1.0","13.0","5.3","20.5","5.7","17.0","4.3","25.3","5.3","8.4","3.3","9.8","4.1","90250","9905","111064","11417","(X)","(X)","37.6","(X)","(X)","(X)","1474","166","0.0","2.3","0.0","2.3","3.0","2.1","1.1","1.2","12.1","5.6","19.7","6.2","18.7","5.3","26.3","6.2","8.8","3.7","10.2","4.6","92105","11599","N","N","(X)","(X)","(X)","(X)","(X)","(X)","835","145","17.4","9.6","0.0","4.1","13.3","8.2","10.1","7.2","11.5","6.6","11.5","5.2","18.2","9.8","10.2","5.5","6.6","5.7","1.3","2.0","48783","16887","62290","12157","(X)","(X)","(X)","(X)","30.4","(X)"
"8600000US98237","ZCTA5 98237","1826","179","6.6","3.1","5.0","2.7","13.7","5.7","4.3","2.3","18.5","6.5","20.7","6.3","8.7","4.7","13.5","4.1","7.1","3.2","1.9","1.4","51823","5606","64351","5194","32.9","(X)","(X)","(X)","(X)","(X)","1297","159","5.9","3.7","1.3","1.8","4.5","3.8","5.7","3.1","20.8","8.4","23.9","8.4","11.1","6.4","16.3","6.3","7.9","4.3","2.5","2.0","59435","8011","73820","7275","(X)","(X)","34.3","(X)","(X)","(X)","963","164","2.3","2.3","0.0","3.6","5.3","5.2","4.9","3.5","20.6","9.7","18.8","9.0","13.6","8.5","20.6","8.0","10.6","5.8","3.4","2.7","69861","24707","N","N","(X)","(X)","(X)","(X)","(X)","(X)","529","143","14.4","8.1","11.2","7.2","33.6","14.0","3.2","3.5","12.7","7.7","17.0","11.1","0.6","0.8","5.5","6.0","1.5","2.3","0.4","0.8","22404","5071","35195","8167","(X)","(X)","(X)","(X)","23.8","(X)"
"8600000US98238","ZCTA5 98238","0","12","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","(X)","(X)","(X)","(X)","(X)","0","12","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","(X)","(X)","-","(X)","(X)","(X)","0","12","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","(X)","(X)","(X)","(X)","(X)","(X)","0","12","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","(X)","(X)","(X)","(X)","-","(X)"
"8600000US98239","ZCTA5 98239","3433","229","3.1","1.5","6.5","3.3","8.6","3.0","9.1","3.4","10.8","2.6","16.4","3.5","11.4","3.6","20.9","4.6","8.1","3.1","5.1","2.0","66592","6900","85015","6809","31.9","(X)","(X)","(X)","(X)","(X)","2143","219","2.4","1.9","4.2","3.3","3.2","2.3","3.7","2.6","13.4","4.4","16.7","4.6","11.5","3.7","29.3","6.2","8.3","3.6","7.3","3.1","85213","13789","102343","10354","(X)","(X)","31.5","(X)","(X)","(X)","1818","206","1.4","1.6","2.8","2.7","2.9","2.8","2.8","2.1","11.5","4.4","17.3","5.3","12.4","4.1","31.1","7.3","9.2","4.1","8.6","3.7","97368","21977","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1290","211","5.0","3.1","10.2","6.1","17.7","6.8","17.9","7.1","10.2","3.9","15.4","5.6","10.3","6.8","9.2","4.7","2.8","2.9","1.4","1.6","34726","7330","51622","7298","(X)","(X)","(X)","(X)","32.5","(X)"
"8600000US98240","ZCTA5 98240","1160","208","4.5","4.1","1.2","1.9","8.4","6.1","4.7","4.3","9.5","4.7","24.5","9.6","18.3","9.4","20.8","8.8","2.4","2.9","5.8","5.7","72647","11747","89118","20555","38.9","(X)","(X)","(X)","(X)","(X)","928","215","0.0","3.7","0.0","3.7","11.2","7.5","0.0","3.7","9.7","5.4","26.8","11.2","18.9","10.9","24.9","10.7","1.3","2.1","7.2","7.2","76944","12418","99250","25315","(X)","(X)","37.2","(X)","(X)","(X)","812","217","0.0","4.2","0.0","4.2","11.9","8.5","0.0","4.2","9.6","5.8","26.0","11.8","17.5","12.0","25.2","11.2","1.5","2.5","8.3","8.2","80167","14199","N","N","(X)","(X)","(X)","(X)","(X)","(X)","232","98","22.4","17.6","6.0","9.1","0.0","14.0","20.7","19.2","13.8","14.1","19.0","18.7","6.9","11.1","4.3","7.1","6.9","10.9","0.0","14.0","35455","18350","46700","18524","(X)","(X)","(X)","(X)","42.7","(X)"
"8600000US98241","ZCTA5 98241","833","102","5.4","3.6","8.0","3.9","12.0","5.1","8.4","5.3","22.3","8.2","16.2","7.0","10.1","4.0","14.3","6.6","2.2","2.1","1.1","1.7","44694","5602","56772","7016","37.6","(X)","(X)","(X)","(X)","(X)","549","93","2.0","2.4","4.0","3.8","11.1","6.1","6.0","6.0","27.7","11.0","19.9","9.3","9.1","4.9","15.5","8.9","3.3","3.2","1.5","2.6","49438","10425","63670","9896","(X)","(X)","43.7","(X)","(X)","(X)","366","82","0.0","9.1","1.1","1.7","6.8","5.2","7.9","8.4","30.1","14.3","22.7","11.9","12.0","7.7","13.1","7.8","4.1","4.5","2.2","3.9","51630","12537","N","N","(X)","(X)","(X)","(X)","(X)","(X)","284","63","14.8","10.0","15.8","10.1","13.7","8.7","13.4","10.0","11.6","7.9","9.2","7.8","9.2","7.0","12.0","8.4","0.0","11.6","0.4","0.6","28790","8086","41280","8936","(X)","(X)","(X)","(X)","25.4","(X)"
"8600000US98243","ZCTA5 98243","277","76","7.9","7.1","1.1","1.7","6.1","6.3","6.9","5.9","16.2","9.7","13.0","7.9","10.8","7.6","29.6","17.4","4.3","4.5","4.0","4.5","72279","30437","79295","15866","33.9","(X)","(X)","(X)","(X)","(X)","208","68","1.0","1.2","0.0","15.4","7.2","8.1","3.8","5.8","15.4","11.5","17.3","10.4","10.1","8.3","35.1","20.9","4.8","5.9","5.3","6.1","92727","35936","89946","17104","(X)","(X)","28.4","(X)","(X)","(X)","199","70","1.0","1.3","0.0","16.1","4.0","6.2","4.0","6.1","15.1","11.8","18.1","11.3","10.6","8.8","36.7","20.7","5.0","6.2","5.5","6.4","93750","28397","N","N","(X)","(X)","(X)","(X)","(X)","(X)","69","34","29.0","22.2","4.3","7.6","2.9","6.6","15.9","18.3","18.8","18.5","0.0","37.0","13.0","16.7","13.0","15.8","2.9","4.3","0.0","37.0","31250","26588","47190","20259","(X)","(X)","(X)","(X)","50.7","(X)"
